Date,DateKey,Year,Quarter,Month,MonthName,Week
2/25/2022,20220225,2022,Q1,2,February,8
2/26/2022,20220226,2022,Q1,2,February,8
2/27/2022,20220227,2022,Q1,2,February,8
2/28/2022,20220228,2022,Q1,2,February,9
3/1/2022,20220301,2022,Q1,3,March,9
3/2/2022,20220302,2022,Q1,3,March,9
3/3/2022,20220303,2022,Q1,3,March,9
3/4/2022,20220304,2022,Q1,3,March,9
3/5/2022,20220305,2022,Q1,3,March,9
3/6/2022,20220306,2022,Q1,3,March,9
3/7/2022,20220307,2022,Q1,3,March,10
3/8/2022,20220308,2022,Q1,3,March,10
3/9/2022,20220309,2022,Q1,3,March,10
3/10/2022,20220310,2022,Q1,3,March,10
3/11/2022,20220311,2022,Q1,3,March,10
3/12/2022,20220312,2022,Q1,3,March,10
3/13/2022,20220313,2022,Q1,3,March,10
3/14/2022,20220314,2022,Q1,3,March,11
3/15/2022,20220315,2022,Q1,3,March,11
3/16/2022,20220316,2022,Q1,3,March,11
3/17/2022,20220317,2022,Q1,3,March,11
3/18/2022,20220318,2022,Q1,3,March,11
3/19/2022,20220319,2022,Q1,3,March,11
3/20/2022,20220320,2022,Q1,3,March,11
3/21/2022,20220321,2022,Q1,3,March,12
3/22/2022,20220322,2022,Q1,3,March,12
3/23/2022,20220323,2022,Q1,3,March,12
3/24/2022,20220324,2022,Q1,3,March,12
3/25/2022,20220325,2022,Q1,3,March,12
3/26/2022,20220326,2022,Q1,3,March,12
3/27/2022,20220327,2022,Q1,3,March,12
3/28/2022,20220328,2022,Q1,3,March,13
3/29/2022,20220329,2022,Q1,3,March,13
3/30/2022,20220330,2022,Q1,3,March,13
3/31/2022,20220331,2022,Q1,3,March,13
4/1/2022,20220401,2022,Q2,4,April,13
4/2/2022,20220402,2022,Q2,4,April,13
4/3/2022,20220403,2022,Q2,4,April,13
4/4/2022,20220404,2022,Q2,4,April,14
4/5/2022,20220405,2022,Q2,4,April,14
4/6/2022,20220406,2022,Q2,4,April,14
4/7/2022,20220407,2022,Q2,4,April,14
4/8/2022,20220408,2022,Q2,4,April,14
4/9/2022,20220409,2022,Q2,4,April,14
4/10/2022,20220410,2022,Q2,4,April,14
4/11/2022,20220411,2022,Q2,4,April,15
4/12/2022,20220412,2022,Q2,4,April,15
4/13/2022,20220413,2022,Q2,4,April,15
4/14/2022,20220414,2022,Q2,4,April,15
4/15/2022,20220415,2022,Q2,4,April,15
4/16/2022,20220416,2022,Q2,4,April,15
4/17/2022,20220417,2022,Q2,4,April,15
4/18/2022,20220418,2022,Q2,4,April,16
4/19/2022,20220419,2022,Q2,4,April,16
4/20/2022,20220420,2022,Q2,4,April,16
4/21/2022,20220421,2022,Q2,4,April,16
4/22/2022,20220422,2022,Q2,4,April,16
4/23/2022,20220423,2022,Q2,4,April,16
4/24/2022,20220424,2022,Q2,4,April,16
4/25/2022,20220425,2022,Q2,4,April,17
4/26/2022,20220426,2022,Q2,4,April,17
4/27/2022,20220427,2022,Q2,4,April,17
4/28/2022,20220428,2022,Q2,4,April,17
4/29/2022,20220429,2022,Q2,4,April,17
4/30/2022,20220430,2022,Q2,4,April,17
5/1/2022,20220501,2022,Q2,5,May,17
5/2/2022,20220502,2022,Q2,5,May,18
5/3/2022,20220503,2022,Q2,5,May,18
5/4/2022,20220504,2022,Q2,5,May,18
5/5/2022,20220505,2022,Q2,5,May,18
5/6/2022,20220506,2022,Q2,5,May,18
5/7/2022,20220507,2022,Q2,5,May,18
5/8/2022,20220508,2022,Q2,5,May,18
5/9/2022,20220509,2022,Q2,5,May,19
5/10/2022,20220510,2022,Q2,5,May,19
5/11/2022,20220511,2022,Q2,5,May,19
5/12/2022,20220512,2022,Q2,5,May,19
5/13/2022,20220513,2022,Q2,5,May,19
5/14/2022,20220514,2022,Q2,5,May,19
5/15/2022,20220515,2022,Q2,5,May,19
5/16/2022,20220516,2022,Q2,5,May,20
5/17/2022,20220517,2022,Q2,5,May,20
5/18/2022,20220518,2022,Q2,5,May,20
5/19/2022,20220519,2022,Q2,5,May,20
5/20/2022,20220520,2022,Q2,5,May,20
5/21/2022,20220521,2022,Q2,5,May,20
5/22/2022,20220522,2022,Q2,5,May,20
5/23/2022,20220523,2022,Q2,5,May,21
5/24/2022,20220524,2022,Q2,5,May,21
5/25/2022,20220525,2022,Q2,5,May,21
5/26/2022,20220526,2022,Q2,5,May,21
5/27/2022,20220527,2022,Q2,5,May,21
5/28/2022,20220528,2022,Q2,5,May,21
5/29/2022,20220529,2022,Q2,5,May,21
5/30/2022,20220530,2022,Q2,5,May,22
5/31/2022,20220531,2022,Q2,5,May,22
6/1/2022,20220601,2022,Q2,6,June,22
6/2/2022,20220602,2022,Q2,6,June,22
6/3/2022,20220603,2022,Q2,6,June,22
6/4/2022,20220604,2022,Q2,6,June,22
6/5/2022,20220605,2022,Q2,6,June,22
6/6/2022,20220606,2022,Q2,6,June,23
6/7/2022,20220607,2022,Q2,6,June,23
6/8/2022,20220608,2022,Q2,6,June,23
6/9/2022,20220609,2022,Q2,6,June,23
6/10/2022,20220610,2022,Q2,6,June,23
6/11/2022,20220611,2022,Q2,6,June,23
6/12/2022,20220612,2022,Q2,6,June,23
6/13/2022,20220613,2022,Q2,6,June,24
6/14/2022,20220614,2022,Q2,6,June,24
6/15/2022,20220615,2022,Q2,6,June,24
6/16/2022,20220616,2022,Q2,6,June,24
6/17/2022,20220617,2022,Q2,6,June,24
6/18/2022,20220618,2022,Q2,6,June,24
6/19/2022,20220619,2022,Q2,6,June,24
6/20/2022,20220620,2022,Q2,6,June,25
6/21/2022,20220621,2022,Q2,6,June,25
6/22/2022,20220622,2022,Q2,6,June,25
6/23/2022,20220623,2022,Q2,6,June,25
6/24/2022,20220624,2022,Q2,6,June,25
6/25/2022,20220625,2022,Q2,6,June,25
6/26/2022,20220626,2022,Q2,6,June,25
6/27/2022,20220627,2022,Q2,6,June,26
6/28/2022,20220628,2022,Q2,6,June,26
6/29/2022,20220629,2022,Q2,6,June,26
6/30/2022,20220630,2022,Q2,6,June,26
7/1/2022,20220701,2022,Q3,7,July,26
7/2/2022,20220702,2022,Q3,7,July,26
7/3/2022,20220703,2022,Q3,7,July,26
7/4/2022,20220704,2022,Q3,7,July,27
7/5/2022,20220705,2022,Q3,7,July,27
7/6/2022,20220706,2022,Q3,7,July,27
7/7/2022,20220707,2022,Q3,7,July,27
7/8/2022,20220708,2022,Q3,7,July,27
7/9/2022,20220709,2022,Q3,7,July,27
7/10/2022,20220710,2022,Q3,7,July,27
7/11/2022,20220711,2022,Q3,7,July,28
7/12/2022,20220712,2022,Q3,7,July,28
7/13/2022,20220713,2022,Q3,7,July,28
7/14/2022,20220714,2022,Q3,7,July,28
7/15/2022,20220715,2022,Q3,7,July,28
7/16/2022,20220716,2022,Q3,7,July,28
7/17/2022,20220717,2022,Q3,7,July,28
7/18/2022,20220718,2022,Q3,7,July,29
7/19/2022,20220719,2022,Q3,7,July,29
7/20/2022,20220720,2022,Q3,7,July,29
7/21/2022,20220721,2022,Q3,7,July,29
7/22/2022,20220722,2022,Q3,7,July,29
7/23/2022,20220723,2022,Q3,7,July,29
7/24/2022,20220724,2022,Q3,7,July,29
7/25/2022,20220725,2022,Q3,7,July,30
7/26/2022,20220726,2022,Q3,7,July,30
7/27/2022,20220727,2022,Q3,7,July,30
7/28/2022,20220728,2022,Q3,7,July,30
7/29/2022,20220729,2022,Q3,7,July,30
7/30/2022,20220730,2022,Q3,7,July,30
7/31/2022,20220731,2022,Q3,7,July,30
8/1/2022,20220801,2022,Q3,8,August,31
8/2/2022,20220802,2022,Q3,8,August,31
8/3/2022,20220803,2022,Q3,8,August,31
8/4/2022,20220804,2022,Q3,8,August,31
8/5/2022,20220805,2022,Q3,8,August,31
8/6/2022,20220806,2022,Q3,8,August,31
8/7/2022,20220807,2022,Q3,8,August,31
8/8/2022,20220808,2022,Q3,8,August,32
8/9/2022,20220809,2022,Q3,8,August,32
8/10/2022,20220810,2022,Q3,8,August,32
8/11/2022,20220811,2022,Q3,8,August,32
8/12/2022,20220812,2022,Q3,8,August,32
8/13/2022,20220813,2022,Q3,8,August,32
8/14/2022,20220814,2022,Q3,8,August,32
8/15/2022,20220815,2022,Q3,8,August,33
8/16/2022,20220816,2022,Q3,8,August,33
8/17/2022,20220817,2022,Q3,8,August,33
8/18/2022,20220818,2022,Q3,8,August,33
8/19/2022,20220819,2022,Q3,8,August,33
8/20/2022,20220820,2022,Q3,8,August,33
8/21/2022,20220821,2022,Q3,8,August,33
8/22/2022,20220822,2022,Q3,8,August,34
8/23/2022,20220823,2022,Q3,8,August,34
8/24/2022,20220824,2022,Q3,8,August,34
8/25/2022,20220825,2022,Q3,8,August,34
8/26/2022,20220826,2022,Q3,8,August,34
8/27/2022,20220827,2022,Q3,8,August,34
8/28/2022,20220828,2022,Q3,8,August,34
8/29/2022,20220829,2022,Q3,8,August,35
8/30/2022,20220830,2022,Q3,8,August,35
8/31/2022,20220831,2022,Q3,8,August,35
9/1/2022,20220901,2022,Q3,9,September,35
9/2/2022,20220902,2022,Q3,9,September,35
9/3/2022,20220903,2022,Q3,9,September,35
9/4/2022,20220904,2022,Q3,9,September,35
9/5/2022,20220905,2022,Q3,9,September,36
9/6/2022,20220906,2022,Q3,9,September,36
9/7/2022,20220907,2022,Q3,9,September,36
9/8/2022,20220908,2022,Q3,9,September,36
9/9/2022,20220909,2022,Q3,9,September,36
9/10/2022,20220910,2022,Q3,9,September,36
9/11/2022,20220911,2022,Q3,9,September,36
9/12/2022,20220912,2022,Q3,9,September,37
9/13/2022,20220913,2022,Q3,9,September,37
9/14/2022,20220914,2022,Q3,9,September,37
9/15/2022,20220915,2022,Q3,9,September,37
9/16/2022,20220916,2022,Q3,9,September,37
9/17/2022,20220917,2022,Q3,9,September,37
9/18/2022,20220918,2022,Q3,9,September,37
9/19/2022,20220919,2022,Q3,9,September,38
9/20/2022,20220920,2022,Q3,9,September,38
9/21/2022,20220921,2022,Q3,9,September,38
9/22/2022,20220922,2022,Q3,9,September,38
9/23/2022,20220923,2022,Q3,9,September,38
9/24/2022,20220924,2022,Q3,9,September,38
9/25/2022,20220925,2022,Q3,9,September,38
9/26/2022,20220926,2022,Q3,9,September,39
9/27/2022,20220927,2022,Q3,9,September,39
9/28/2022,20220928,2022,Q3,9,September,39
9/29/2022,20220929,2022,Q3,9,September,39
9/30/2022,20220930,2022,Q3,9,September,39
10/1/2022,20221001,2022,Q4,10,October,39
10/2/2022,20221002,2022,Q4,10,October,39
10/3/2022,20221003,2022,Q4,10,October,40
10/4/2022,20221004,2022,Q4,10,October,40
10/5/2022,20221005,2022,Q4,10,October,40
10/6/2022,20221006,2022,Q4,10,October,40
10/7/2022,20221007,2022,Q4,10,October,40
10/8/2022,20221008,2022,Q4,10,October,40
10/9/2022,20221009,2022,Q4,10,October,40
10/10/2022,20221010,2022,Q4,10,October,41
10/11/2022,20221011,2022,Q4,10,October,41
10/12/2022,20221012,2022,Q4,10,October,41
10/13/2022,20221013,2022,Q4,10,October,41
10/14/2022,20221014,2022,Q4,10,October,41
10/15/2022,20221015,2022,Q4,10,October,41
10/16/2022,20221016,2022,Q4,10,October,41
10/17/2022,20221017,2022,Q4,10,October,42
10/18/2022,20221018,2022,Q4,10,October,42
10/19/2022,20221019,2022,Q4,10,October,42
10/20/2022,20221020,2022,Q4,10,October,42
10/21/2022,20221021,2022,Q4,10,October,42
10/22/2022,20221022,2022,Q4,10,October,42
10/23/2022,20221023,2022,Q4,10,October,42
10/24/2022,20221024,2022,Q4,10,October,43
10/25/2022,20221025,2022,Q4,10,October,43
10/26/2022,20221026,2022,Q4,10,October,43
10/27/2022,20221027,2022,Q4,10,October,43
10/28/2022,20221028,2022,Q4,10,October,43
10/29/2022,20221029,2022,Q4,10,October,43
10/30/2022,20221030,2022,Q4,10,October,43
10/31/2022,20221031,2022,Q4,10,October,44
11/1/2022,20221101,2022,Q4,11,November,44
11/2/2022,20221102,2022,Q4,11,November,44
11/3/2022,20221103,2022,Q4,11,November,44
11/4/2022,20221104,2022,Q4,11,November,44
11/5/2022,20221105,2022,Q4,11,November,44
11/6/2022,20221106,2022,Q4,11,November,44
11/7/2022,20221107,2022,Q4,11,November,45
11/8/2022,20221108,2022,Q4,11,November,45
11/9/2022,20221109,2022,Q4,11,November,45
11/10/2022,20221110,2022,Q4,11,November,45
11/11/2022,20221111,2022,Q4,11,November,45
11/12/2022,20221112,2022,Q4,11,November,45
11/13/2022,20221113,2022,Q4,11,November,45
11/14/2022,20221114,2022,Q4,11,November,46
11/15/2022,20221115,2022,Q4,11,November,46
11/16/2022,20221116,2022,Q4,11,November,46
11/17/2022,20221117,2022,Q4,11,November,46
11/18/2022,20221118,2022,Q4,11,November,46
11/19/2022,20221119,2022,Q4,11,November,46
11/20/2022,20221120,2022,Q4,11,November,46
11/21/2022,20221121,2022,Q4,11,November,47
11/22/2022,20221122,2022,Q4,11,November,47
11/23/2022,20221123,2022,Q4,11,November,47
11/24/2022,20221124,2022,Q4,11,November,47
11/25/2022,20221125,2022,Q4,11,November,47
11/26/2022,20221126,2022,Q4,11,November,47
11/27/2022,20221127,2022,Q4,11,November,47
11/28/2022,20221128,2022,Q4,11,November,48
11/29/2022,20221129,2022,Q4,11,November,48
11/30/2022,20221130,2022,Q4,11,November,48
12/1/2022,20221201,2022,Q4,12,December,48
12/2/2022,20221202,2022,Q4,12,December,48
12/3/2022,20221203,2022,Q4,12,December,48
12/4/2022,20221204,2022,Q4,12,December,48
12/5/2022,20221205,2022,Q4,12,December,49
12/6/2022,20221206,2022,Q4,12,December,49
12/7/2022,20221207,2022,Q4,12,December,49
12/8/2022,20221208,2022,Q4,12,December,49
12/9/2022,20221209,2022,Q4,12,December,49
12/10/2022,20221210,2022,Q4,12,December,49
12/11/2022,20221211,2022,Q4,12,December,49
12/12/2022,20221212,2022,Q4,12,December,50
12/13/2022,20221213,2022,Q4,12,December,50
12/14/2022,20221214,2022,Q4,12,December,50
12/15/2022,20221215,2022,Q4,12,December,50
12/16/2022,20221216,2022,Q4,12,December,50
12/17/2022,20221217,2022,Q4,12,December,50
12/18/2022,20221218,2022,Q4,12,December,50
12/19/2022,20221219,2022,Q4,12,December,51
12/20/2022,20221220,2022,Q4,12,December,51
12/21/2022,20221221,2022,Q4,12,December,51
12/22/2022,20221222,2022,Q4,12,December,51
12/23/2022,20221223,2022,Q4,12,December,51
12/24/2022,20221224,2022,Q4,12,December,51
12/25/2022,20221225,2022,Q4,12,December,51
12/26/2022,20221226,2022,Q4,12,December,52
12/27/2022,20221227,2022,Q4,12,December,52
12/28/2022,20221228,2022,Q4,12,December,52
12/29/2022,20221229,2022,Q4,12,December,52
12/30/2022,20221230,2022,Q4,12,December,52
12/31/2022,20221231,2022,Q4,12,December,52
1/1/2023,20230101,2023,Q1,1,January,52
1/2/2023,20230102,2023,Q1,1,January,1
1/3/2023,20230103,2023,Q1,1,January,1
1/4/2023,20230104,2023,Q1,1,January,1
1/5/2023,20230105,2023,Q1,1,January,1
1/6/2023,20230106,2023,Q1,1,January,1
1/7/2023,20230107,2023,Q1,1,January,1
1/8/2023,20230108,2023,Q1,1,January,1
1/9/2023,20230109,2023,Q1,1,January,2
1/10/2023,20230110,2023,Q1,1,January,2
1/11/2023,20230111,2023,Q1,1,January,2
1/12/2023,20230112,2023,Q1,1,January,2
1/13/2023,20230113,2023,Q1,1,January,2
1/14/2023,20230114,2023,Q1,1,January,2
1/15/2023,20230115,2023,Q1,1,January,2
1/16/2023,20230116,2023,Q1,1,January,3
1/17/2023,20230117,2023,Q1,1,January,3
1/18/2023,20230118,2023,Q1,1,January,3
1/19/2023,20230119,2023,Q1,1,January,3
1/20/2023,20230120,2023,Q1,1,January,3
1/21/2023,20230121,2023,Q1,1,January,3
1/22/2023,20230122,2023,Q1,1,January,3
1/23/2023,20230123,2023,Q1,1,January,4
1/24/2023,20230124,2023,Q1,1,January,4
1/25/2023,20230125,2023,Q1,1,January,4
1/26/2023,20230126,2023,Q1,1,January,4
1/27/2023,20230127,2023,Q1,1,January,4
1/28/2023,20230128,2023,Q1,1,January,4
1/29/2023,20230129,2023,Q1,1,January,4
1/30/2023,20230130,2023,Q1,1,January,5
1/31/2023,20230131,2023,Q1,1,January,5
2/1/2023,20230201,2023,Q1,2,February,5
2/2/2023,20230202,2023,Q1,2,February,5
2/3/2023,20230203,2023,Q1,2,February,5
2/4/2023,20230204,2023,Q1,2,February,5
2/5/2023,20230205,2023,Q1,2,February,5
2/6/2023,20230206,2023,Q1,2,February,6
2/7/2023,20230207,2023,Q1,2,February,6
2/8/2023,20230208,2023,Q1,2,February,6
2/9/2023,20230209,2023,Q1,2,February,6
2/10/2023,20230210,2023,Q1,2,February,6
2/11/2023,20230211,2023,Q1,2,February,6
2/12/2023,20230212,2023,Q1,2,February,6
2/13/2023,20230213,2023,Q1,2,February,7
2/14/2023,20230214,2023,Q1,2,February,7
2/15/2023,20230215,2023,Q1,2,February,7
2/16/2023,20230216,2023,Q1,2,February,7
2/17/2023,20230217,2023,Q1,2,February,7
2/18/2023,20230218,2023,Q1,2,February,7
2/19/2023,20230219,2023,Q1,2,February,7
2/20/2023,20230220,2023,Q1,2,February,8
2/21/2023,20230221,2023,Q1,2,February,8
2/22/2023,20230222,2023,Q1,2,February,8
2/23/2023,20230223,2023,Q1,2,February,8
2/24/2023,20230224,2023,Q1,2,February,8
2/25/2023,20230225,2023,Q1,2,February,8
2/26/2023,20230226,2023,Q1,2,February,8
2/27/2023,20230227,2023,Q1,2,February,9
2/28/2023,20230228,2023,Q1,2,February,9
3/1/2023,20230301,2023,Q1,3,March,9
3/2/2023,20230302,2023,Q1,3,March,9
3/3/2023,20230303,2023,Q1,3,March,9
3/4/2023,20230304,2023,Q1,3,March,9
3/5/2023,20230305,2023,Q1,3,March,9
3/6/2023,20230306,2023,Q1,3,March,10
3/7/2023,20230307,2023,Q1,3,March,10
3/8/2023,20230308,2023,Q1,3,March,10
3/9/2023,20230309,2023,Q1,3,March,10
3/10/2023,20230310,2023,Q1,3,March,10
3/11/2023,20230311,2023,Q1,3,March,10
3/12/2023,20230312,2023,Q1,3,March,10
3/13/2023,20230313,2023,Q1,3,March,11
3/14/2023,20230314,2023,Q1,3,March,11
3/15/2023,20230315,2023,Q1,3,March,11
3/16/2023,20230316,2023,Q1,3,March,11
3/17/2023,20230317,2023,Q1,3,March,11
3/18/2023,20230318,2023,Q1,3,March,11
3/19/2023,20230319,2023,Q1,3,March,11
3/20/2023,20230320,2023,Q1,3,March,12
3/21/2023,20230321,2023,Q1,3,March,12
3/22/2023,20230322,2023,Q1,3,March,12
3/23/2023,20230323,2023,Q1,3,March,12
3/24/2023,20230324,2023,Q1,3,March,12
3/25/2023,20230325,2023,Q1,3,March,12
3/26/2023,20230326,2023,Q1,3,March,12
3/27/2023,20230327,2023,Q1,3,March,13
3/28/2023,20230328,2023,Q1,3,March,13
3/29/2023,20230329,2023,Q1,3,March,13
3/30/2023,20230330,2023,Q1,3,March,13
3/31/2023,20230331,2023,Q1,3,March,13
4/1/2023,20230401,2023,Q2,4,April,13
4/2/2023,20230402,2023,Q2,4,April,13
4/3/2023,20230403,2023,Q2,4,April,14
4/4/2023,20230404,2023,Q2,4,April,14
4/5/2023,20230405,2023,Q2,4,April,14
4/6/2023,20230406,2023,Q2,4,April,14
4/7/2023,20230407,2023,Q2,4,April,14
4/8/2023,20230408,2023,Q2,4,April,14
4/9/2023,20230409,2023,Q2,4,April,14
4/10/2023,20230410,2023,Q2,4,April,15
4/11/2023,20230411,2023,Q2,4,April,15
4/12/2023,20230412,2023,Q2,4,April,15
4/13/2023,20230413,2023,Q2,4,April,15
4/14/2023,20230414,2023,Q2,4,April,15
4/15/2023,20230415,2023,Q2,4,April,15
4/16/2023,20230416,2023,Q2,4,April,15
4/17/2023,20230417,2023,Q2,4,April,16
4/18/2023,20230418,2023,Q2,4,April,16
4/19/2023,20230419,2023,Q2,4,April,16
4/20/2023,20230420,2023,Q2,4,April,16
4/21/2023,20230421,2023,Q2,4,April,16
4/22/2023,20230422,2023,Q2,4,April,16
4/23/2023,20230423,2023,Q2,4,April,16
4/24/2023,20230424,2023,Q2,4,April,17
4/25/2023,20230425,2023,Q2,4,April,17
4/26/2023,20230426,2023,Q2,4,April,17
4/27/2023,20230427,2023,Q2,4,April,17
4/28/2023,20230428,2023,Q2,4,April,17
4/29/2023,20230429,2023,Q2,4,April,17
4/30/2023,20230430,2023,Q2,4,April,17
5/1/2023,20230501,2023,Q2,5,May,18
5/2/2023,20230502,2023,Q2,5,May,18
5/3/2023,20230503,2023,Q2,5,May,18
5/4/2023,20230504,2023,Q2,5,May,18
5/5/2023,20230505,2023,Q2,5,May,18
5/6/2023,20230506,2023,Q2,5,May,18
5/7/2023,20230507,2023,Q2,5,May,18
5/8/2023,20230508,2023,Q2,5,May,19
5/9/2023,20230509,2023,Q2,5,May,19
5/10/2023,20230510,2023,Q2,5,May,19
5/11/2023,20230511,2023,Q2,5,May,19
5/12/2023,20230512,2023,Q2,5,May,19
5/13/2023,20230513,2023,Q2,5,May,19
5/14/2023,20230514,2023,Q2,5,May,19
5/15/2023,20230515,2023,Q2,5,May,20
5/16/2023,20230516,2023,Q2,5,May,20
5/17/2023,20230517,2023,Q2,5,May,20
5/18/2023,20230518,2023,Q2,5,May,20
5/19/2023,20230519,2023,Q2,5,May,20
5/20/2023,20230520,2023,Q2,5,May,20
5/21/2023,20230521,2023,Q2,5,May,20
5/22/2023,20230522,2023,Q2,5,May,21
5/23/2023,20230523,2023,Q2,5,May,21
5/24/2023,20230524,2023,Q2,5,May,21
5/25/2023,20230525,2023,Q2,5,May,21
5/26/2023,20230526,2023,Q2,5,May,21
5/27/2023,20230527,2023,Q2,5,May,21
5/28/2023,20230528,2023,Q2,5,May,21
5/29/2023,20230529,2023,Q2,5,May,22
5/30/2023,20230530,2023,Q2,5,May,22
5/31/2023,20230531,2023,Q2,5,May,22
6/1/2023,20230601,2023,Q2,6,June,22
6/2/2023,20230602,2023,Q2,6,June,22
6/3/2023,20230603,2023,Q2,6,June,22
6/4/2023,20230604,2023,Q2,6,June,22
6/5/2023,20230605,2023,Q2,6,June,23
6/6/2023,20230606,2023,Q2,6,June,23
6/7/2023,20230607,2023,Q2,6,June,23
6/8/2023,20230608,2023,Q2,6,June,23
6/9/2023,20230609,2023,Q2,6,June,23
6/10/2023,20230610,2023,Q2,6,June,23
6/11/2023,20230611,2023,Q2,6,June,23
6/12/2023,20230612,2023,Q2,6,June,24
6/13/2023,20230613,2023,Q2,6,June,24
6/14/2023,20230614,2023,Q2,6,June,24
6/15/2023,20230615,2023,Q2,6,June,24
6/16/2023,20230616,2023,Q2,6,June,24
6/17/2023,20230617,2023,Q2,6,June,24
6/18/2023,20230618,2023,Q2,6,June,24
6/19/2023,20230619,2023,Q2,6,June,25
6/20/2023,20230620,2023,Q2,6,June,25
6/21/2023,20230621,2023,Q2,6,June,25
6/22/2023,20230622,2023,Q2,6,June,25
6/23/2023,20230623,2023,Q2,6,June,25
6/24/2023,20230624,2023,Q2,6,June,25
6/25/2023,20230625,2023,Q2,6,June,25
6/26/2023,20230626,2023,Q2,6,June,26
6/27/2023,20230627,2023,Q2,6,June,26
6/28/2023,20230628,2023,Q2,6,June,26
6/29/2023,20230629,2023,Q2,6,June,26
6/30/2023,20230630,2023,Q2,6,June,26
7/1/2023,20230701,2023,Q3,7,July,26
7/2/2023,20230702,2023,Q3,7,July,26
7/3/2023,20230703,2023,Q3,7,July,27
7/4/2023,20230704,2023,Q3,7,July,27
7/5/2023,20230705,2023,Q3,7,July,27
7/6/2023,20230706,2023,Q3,7,July,27
7/7/2023,20230707,2023,Q3,7,July,27
7/8/2023,20230708,2023,Q3,7,July,27
7/9/2023,20230709,2023,Q3,7,July,27
7/10/2023,20230710,2023,Q3,7,July,28
7/11/2023,20230711,2023,Q3,7,July,28
7/12/2023,20230712,2023,Q3,7,July,28
7/13/2023,20230713,2023,Q3,7,July,28
7/14/2023,20230714,2023,Q3,7,July,28
7/15/2023,20230715,2023,Q3,7,July,28
7/16/2023,20230716,2023,Q3,7,July,28
7/17/2023,20230717,2023,Q3,7,July,29
7/18/2023,20230718,2023,Q3,7,July,29
7/19/2023,20230719,2023,Q3,7,July,29
7/20/2023,20230720,2023,Q3,7,July,29
7/21/2023,20230721,2023,Q3,7,July,29
7/22/2023,20230722,2023,Q3,7,July,29
7/23/2023,20230723,2023,Q3,7,July,29
7/24/2023,20230724,2023,Q3,7,July,30
7/25/2023,20230725,2023,Q3,7,July,30
7/26/2023,20230726,2023,Q3,7,July,30
7/27/2023,20230727,2023,Q3,7,July,30
7/28/2023,20230728,2023,Q3,7,July,30
7/29/2023,20230729,2023,Q3,7,July,30
7/30/2023,20230730,2023,Q3,7,July,30
7/31/2023,20230731,2023,Q3,7,July,31
8/1/2023,20230801,2023,Q3,8,August,31
8/2/2023,20230802,2023,Q3,8,August,31
8/3/2023,20230803,2023,Q3,8,August,31
8/4/2023,20230804,2023,Q3,8,August,31
